835:[246612, 824, 75760, 218446]
836:[791, 37147, 213273, 246626]
837:[219106, 34933, 14912, 246729]
838:[219047, 26324, 1256, 225468]
839:[218383, 854, 1258, 137248]
840:[34463, 34483, 1243, 218894]
841:[271614, 14919, 14920, 720]
842:[216897, 219042, 219049, 14903]
843:[639, 640, 34934, 246655]
844:[26287, 219206, 857, 74016]
845:[26276, 34969, 34884, 219309]
846:[218720, 1234, 75744, 216680]
848:[1260, 75648, 860, 75708]
849:[14964, 213146, 718, 267506]
850:[271845, 3649, 135218, 83603]
851:[34897, 75722, 34519, 34499]
852:[75716, 271730, 34046, 219044]
853:[34877, 137029, 618, 820]
854:[246639, 839, 218383, 137248]
855:[246704, 225448, 246611, 34044]
856:[75745, 34665, 34646, 219310]
857:[219206, 26287, 844, 75750]
859:[216885, 271792, 219210, 14945]
860:[1082, 848, 1260, 218789]
861:[34303, 34304, 75763, 135186]
862:[809, 1251, 75616, 217518]
863:[75590, 75562, 271621, 213271]
864:[1046, 1051, 216887, 216663]
865:[246761, 213073, 215983, 246376]
866:[246374, 137396, 137413, 215984]
867:[1264, 75764, 219056, 135217]
868:[75605, 75606, 271616, 1026]
874:[248621, 75589, 246687, 246644]
880:[75623, 34539, 34558, 34562]
919:[920, 921, 922, 923]
920:[919, 921, 922, 923]
921:[922, 923, 919, 920]
922:[921, 923, 919, 920]
923:[921, 922, 919, 920]
924:[26274, 34805, 35879, 34932]
926:[927, 928, 34885, 75742]
927:[926, 928, 34885, 75742]
928:[926, 927, 34885, 75742]
964:[14935, 34035, 127374, 34591]
1026:[75605, 75606, 868, 75550]
1027:[75610, 75609, 267498, 219057]
1029:[34141, 926, 927, 928]
1030:[212320, 1252, 213208, 219207]
1034:[217525, 352630, 649, 267511]
1035:[218631, 127340, 36326, 1045]
1045:[36326, 137027, 219245, 127340]
1046:[1051, 216887, 864, 127343]
1047:[1053, 222631, 137847, 216492]
1048:[271722, 222399, 14888, 246703]
1051:[1046, 216887, 864, 127343]
1053:[1047, 222631, 137847, 216492]
1062:[35888, 219217, 216880, 75661]
1063:[219047, 1256, 26324, 838]
1064:[815, 75743, 137608, 34459]
1066:[14914, 271841, 34491, 34511]
1072:[605, 219236, 216881, 218920]
1074:[216661, 1214, 1255, 35002]
1075:[1077, 75752, 26275, 246692]
1076:[219227, 355584, 37108, 246340]
1077:[26275, 1075, 246692, 137025]
1078:[14925, 814, 246613, 35000]
1079:[75747, 246614, 216653, 213206]
1081:[218767, 127372, 812, 137848]
1082:[860, 218789, 848, 75708]
1083:[219203, 75570, 1261, 803]
1086:[46978, 34902, 14932, 137034]
1087:[35889, 218722, 665, 653]
1128:[552, 553, 554, 555]
1130:[552, 553, 554, 555]
1132:[137609, 34587, 14923, 216897]
1139:[354663, 218389, 137022, 127417]
1140:[271640, 127346, 75568, 213295]
1142:[609, 14890, 34443, 607]
1143:[14930, 278925, 246426, 248138]
1211:[215690, 216880, 354534, 216895]
1214:[1255, 34935, 1074, 219235]
1228:[34676, 34695, 36321, 219238]
1229:[14929, 31782, 127345, 271627]
1230:[137381, 218728, 271958, 135196]
1231:[271641, 218725, 75748, 219212]
1232:[219274, 219205, 1082, 219058]
1234:[75744, 846, 218724, 217520]
1235:[822, 218717, 35004, 34967]
1242:[665, 137124, 219216, 661]
1243:[218894, 34463, 34483, 18840]
1246:[75602, 36287, 121068, 219043]
1249:[219271, 137038, 218793, 271096]
1250:[213106, 216896, 271729, 127342]
1251:[75616, 218732, 217518, 809]
1252:[212320, 1030, 34391, 219207]
1255:[1214, 34935, 1074, 219235]
1256:[26324, 219047, 838, 225468]
1258:[218383, 115095, 839, 271823]
1259:[219235, 35002, 216661, 1214]
1260:[75648, 848, 127373, 75708]
1261:[803, 219203, 1083, 219310]
1262:[34694, 14890, 246689, 74020]
1263:[215685, 665, 1087, 1242]
1264:[219056, 219205, 136986, 136985]
1265:[115135, 352595, 352594, 137379]
1266:[34045, 75686, 811, 34557]
1267:[219222, 34658, 137037, 212321]
1766:[246645, 213752, 727, 137026]
1767:[1770, 1142, 609, 607]
1770:[1767, 1142, 609, 607]
1777:[1778, 137021, 127343, 216887]
1778:[1777, 137021, 127343, 216887]
1779:[219248, 34301, 34845, 137837]
1780:[219043, 75602, 1246, 121068]
1781:[137033, 75756, 34200, 83596]
3649:[850, 135218, 271845, 83603]
14885:[34580, 608, 218920, 34657]
14887:[137032, 34999, 817, 34688]
14888:[222399, 271722, 1048, 246703]
14889:[827, 137562, 216884, 34033]
14890:[74020, 1262, 1142, 34694]
14891:[246646, 215692, 75564, 34453]
14892:[219215, 34970, 219057, 127424]
14893:[727, 213752, 1766, 356374]
14902:[137392, 137028, 219217, 75661]
14903:[34314, 219049, 219042, 36312]
14904:[246728, 216893, 834, 83600]
14905:[137029, 853, 34877, 618]
14906:[34611, 34631, 34884, 34311]
14907:[246716, 215693, 213295, 75568]
14908:[219210, 216885, 859, 137377]
14909:[271943, 271949, 271935, 46983]
14912:[34933, 837, 246729, 219106]
14914:[1066, 271841, 75571, 34491]
14915:[218760, 75662, 34405, 218759]
14916:[34482, 34582, 246654, 75753]
14917:[14918, 34880, 267500, 728]
14918:[14917, 34880, 267500, 728]
14919:[14920, 841, 271614, 218786]
14920:[14919, 841, 271614, 218786]
14921:[115095, 137248, 1258, 218383]
14922:[34301, 137837, 14935, 219248]
14923:[137609, 1132, 246689, 34587]
14924:[219223, 75563, 75552, 75561]
14925:[1078, 814, 35000, 246613]
14926:[75746, 34522, 219271, 218793]
14927:[75583, 663, 818, 34878]
14928:[218968, 74003, 137036, 219221]
14929:[31782, 127345, 1229, 271627]
14930:[1143, 278925, 246426, 248138]
14931:[75541, 34586, 34501, 34521]
14932:[137034, 34902, 75629, 1086]
14933:[75658, 135214, 135215, 216551]
14934:[75722, 212321, 34897, 851]
14935:[34035, 34301, 127374, 219248]
14936:[127424, 35887, 219215, 14892]
14945:[219210, 271792, 216885, 859]
14946:[34650, 34669, 34561, 75683]
14947:[36321, 36316, 34657, 34618]
14948:[75604, 246625, 34704, 271965]
14962:[14966, 75687, 37166, 35885]
14963:[246653, 34899, 802, 34439]
14964:[849, 267506, 718, 219044]
14965:[34599, 34619, 219310, 137565]
14966:[14962, 75687, 37166, 75727]
14967:[218726, 648, 46984, 218722]
15464:[35890, 271617, 278926, 136984]
18838:[222606, 34620, 75658, 219045]
18839:[34591, 75728, 815, 34843]
18840:[218928, 34531, 34550, 114817]
18841:[135200, 219218, 135202, 34903]
26116:[216888, 216895, 354534, 216937]
26274:[34805, 924, 35879, 34932]
26275:[246692, 1077, 1075, 75752]
26276:[845, 34884, 34611, 34631]
26277:[216889, 75601, 921, 922]
26287:[844, 219206, 857, 74016]
26305:[34997, 34480, 246624, 35882]
26324:[1256, 219047, 838, 225468]
31782:[127345, 271627, 14929, 246393]
34033:[216884, 127417, 137022, 354663]
34034:[218718, 267625, 218784, 219219]
34035:[127374, 34843, 14935, 219248]
34036:[34850, 271096, 218793, 219271]
34043:[613, 34472, 137529, 75727]
34044:[825, 246337, 219237, 225448]
34045:[1266, 75686, 811, 34557]
34046:[271730, 46981, 75716, 852]
34141:[1029, 926, 927, 928]
34199:[34522, 75746, 34804, 14926]
34200:[137033, 34549, 137383, 137384]
34201:[219235, 1259, 36307, 1074]
34301:[219248, 137837, 14935, 14922]
34302:[218378, 218727, 218784, 34034]
34303:[861, 75763, 135186, 271948]
34304:[861, 135186, 34303, 75763]
34311:[218884, 14906, 34611, 34631]
34312:[74016, 34557, 127422, 26287]
34313:[14924, 37165, 37168, 616]
34314:[14903, 219049, 219042, 36312]
34377:[34439, 14963, 926, 927]
34391:[1252, 212320, 213297, 219270]
34405:[218759, 218760, 273242, 14915]
34432:[34928, 34545, 137027, 34964]
34433:[34932, 637, 34805, 219244]
34434:[34964, 246613, 218631, 814]
34435:[34531, 34550, 114817, 218928]
34437:[34595, 34615, 34700, 36300]
34438:[34468, 34506, 34785, 34513]
34439:[34377, 14963, 802, 246653]
34440:[34559, 75582, 34586, 75541]
34441:[34625, 34927, 34590, 34585]
34442:[219274, 1232, 718, 219058]
34443:[36311, 609, 34520, 637]
34447:[34467, 34595, 34615, 219042]
34449:[34469, 34691, 137036, 14928]
34451:[34471, 74019, 137608, 246395]
34453:[34473, 34589, 215692, 75564]
34457:[34477, 75691, 246610, 137024]
34459:[34479, 35357, 617, 815]
34461:[34481, 218729, 34668, 267503]
34463:[34483, 1243, 840, 218894]
34466:[34656, 34637, 34635, 34654]
34467:[34447, 34595, 34615, 219042]
34468:[34506, 34438, 34513, 34493]
34469:[34449, 34691, 137036, 14928]
34470:[34694, 75631, 1262, 246689]
34471:[34451, 74019, 137608, 246395]
34472:[34043, 137529, 613, 34848]
34473:[34453, 34589, 215692, 75564]
34476:[34516, 34487, 34507, 1029]
34477:[34457, 75691, 246610, 137024]
34478:[34646, 34665, 34693, 34674]
34479:[34459, 35357, 617, 815]
34480:[26305, 34997, 136996, 246624]
34481:[34461, 218729, 34668, 267503]
34482:[34582, 14916, 614, 75753]
34483:[34463, 1243, 840, 218894]
34487:[34507, 216551, 75658, 135214]
34489:[34509, 36285, 34637, 34656]
34491:[34511, 1066, 14914, 271841]
34493:[34513, 34468, 34438, 34506]
34497:[34517, 34545, 219245, 34928]
34499:[34519, 34809, 34897, 851]
34501:[34521, 34586, 14931, 34439]
34503:[34523, 36291, 75631, 34443]
34506:[34468, 34438, 34513, 34493]
34507:[34487, 216551, 75658, 135214]
34508:[34674, 34693, 34665, 34646]
34509:[34489, 36285, 34637, 34656]
34510:[219038, 75623, 34684, 34703]
34511:[34491, 1066, 14914, 271841]
34512:[219046, 219050, 75570, 1261]
34513:[34493, 34468, 34438, 34506]
34516:[36294, 34476, 34899, 271966]
34517:[34497, 34545, 219245, 34928]
34518:[34664, 34584, 34529, 34548]
34519:[34499, 34809, 34897, 851]
34520:[36311, 609, 607, 34443]
34521:[34501, 34586, 14931, 34439]
34522:[75746, 34199, 14926, 36322]
34523:[34503, 36291, 75631, 34443]
34527:[34546, 852, 34790, 75716]
34529:[34548, 34518, 34664, 34584]
34531:[34550, 114817, 34435, 218928]
34533:[34552, 34653, 35882, 26305]
34537:[34556, 36319, 36317, 610]
34539:[34558, 34562, 34543, 137395]
34541:[34560, 219045, 34620, 18838]
34543:[34562, 34539, 34558, 880]
34545:[34928, 137027, 34432, 34497]
34546:[34527, 852, 34790, 75716]
34547:[46979, 273287, 75765, 647]
34548:[34529, 34518, 34664, 34584]
34549:[34200, 137033, 218884, 137383]
34550:[34531, 114817, 34435, 218928]
34551:[75761, 267502, 36292, 216158]
34552:[34533, 34653, 35882, 26305]
34555:[34614, 36310, 34678, 34697]
34556:[34537, 36319, 36317, 610]
34557:[127422, 34312, 74016, 75686]
34558:[34539, 34562, 34543, 137395]
34559:[34440, 75582, 34586, 75541]
34560:[34541, 219045, 34620, 18838]
34561:[34650, 34669, 75683, 14946]
34562:[34543, 34539, 34558, 880]
34579:[36315, 34808, 213056, 127593]
34580:[218920, 14885, 605, 1072]
34581:[35879, 75604, 14948, 271965]
34582:[34482, 14916, 246654, 75753]
34584:[34664, 34518, 34529, 34548]
34585:[34927, 34625, 34441, 75540]
34586:[14931, 34559, 75541, 34501]
34587:[1132, 216897, 137609, 14923]
34589:[34453, 34473, 34933, 14912]
34590:[218759, 34441, 34552, 34533]
34591:[34843, 18839, 127374, 34035]
34592:[34686, 34705, 35880, 36312]
34595:[34615, 34437, 34700, 36300]
34597:[34617, 34970, 14892, 267498]
34599:[34619, 219310, 803, 14965]
34601:[34621, 213157, 34934, 837]
34606:[34626, 727, 14893, 213752]
34608:[34628, 75570, 34512, 219050]
34611:[34631, 14906, 34884, 26276]
34614:[34678, 34697, 34555, 34472]
34615:[34595, 34437, 34700, 36300]
34616:[219244, 75604, 34704, 14948]
34617:[34597, 34970, 14892, 267498]
34618:[34657, 36316, 36321, 608]
34619:[34599, 219310, 803, 14965]
34620:[222606, 34560, 34541, 18838]
34621:[34601, 213157, 34934, 837]
34625:[34927, 34585, 34441, 75540]
34626:[34606, 727, 14893, 213752]
34627:[34935, 1214, 1255, 246617]
34628:[34608, 75570, 34512, 219050]
34629:[216897, 36286, 37152, 34648]
34630:[75539, 35004, 218769, 822]
34631:[34611, 14906, 34884, 26276]
34635:[34654, 34700, 36300, 34466]
34637:[34656, 34466, 34635, 34654]
34640:[34659, 1086, 34785, 34902]
34644:[34663, 34963, 35004, 75539]
34646:[34665, 75745, 856, 34478]
34648:[34667, 36301, 36286, 34705]
34650:[34669, 14946, 34561, 75683]
34653:[34533, 34552, 34662, 36295]
34654:[34635, 34700, 36300, 34466]
34655:[867, 218789, 1264, 860]
34656:[34637, 34466, 34635, 34654]
34657:[34618, 36321, 608, 36316]
34658:[1267, 219222, 212321, 137037]
34659:[34640, 1086, 34785, 34902]
34662:[36295, 35877, 34653, 34935]
34663:[34644, 34963, 35004, 75539]
34664:[34518, 34584, 34529, 34548]
34665:[34646, 75745, 856, 34478]
34666:[216883, 919, 920, 921]
34667:[34648, 36301, 36286, 34705]
34668:[215691, 215686, 218729, 34461]
34669:[34650, 14946, 34561, 75683]
34674:[34693, 34789, 34478, 34646]
34676:[34695, 1228, 36321, 14947]
34678:[34697, 34614, 34472, 34555]
34682:[34701, 36314, 34311, 218884]
34684:[34703, 34510, 75623, 219038]
34686:[34705, 35880, 34592, 34648]
34688:[34707, 36299, 34999, 14887]
34691:[34449, 34469, 137036, 14928]
34693:[34674, 34789, 34478, 34646]
34694:[1262, 75631, 34470, 14890]
34695:[34676, 1228, 36321, 14947]
34696:[1027, 75610, 75609, 719]
34697:[34678, 34614, 34472, 34555]
34700:[36300, 34654, 34635, 34437]
34701:[34682, 36314, 34311, 218884]
34702:[75565, 246395, 74019, 34451]
34703:[34684, 34510, 75623, 219038]
34704:[246625, 14948, 218955, 271965]
34705:[34686, 35880, 34592, 34648]
34706:[75638, 217436, 213206, 75747]
34707:[34688, 36299, 34999, 14887]
34784:[805, 271841, 218916, 218750]
34785:[34438, 246615, 36322, 34468]
34786:[35005, 137035, 1258, 115095]
34789:[34693, 34674, 34478, 34646]
34790:[34527, 34546, 46981, 34597]
34791:[75611, 75612, 75613, 75614]
34803:[34847, 1063, 36297, 34904]
34804:[271096, 34850, 34036, 218793]
34805:[26274, 924, 34932, 35879]
34808:[34579, 36315, 845, 213056]
34809:[34499, 34519, 34897, 851]
34842:[612, 219238, 75569, 219229]
34843:[127374, 34035, 34591, 75728]
34844:[219245, 34905, 1045, 36326]
34845:[219248, 34035, 34301, 127374]
34847:[34803, 36324, 36297, 218978]
34848:[137529, 34472, 851, 218766]
34849:[218977, 34929, 615, 215688]
34850:[34036, 271096, 218793, 34804]
34877:[853, 820, 36285, 137029]
34878:[271949, 271935, 271943, 46983]
34879:[216158, 36292, 271615, 75761]
34880:[14917, 14918, 267500, 728]
34882:[137037, 217556, 219222, 1267]
34883:[219046, 219203, 1083, 219050]
34884:[14906, 34611, 34631, 26276]
34885:[75742, 806, 926, 927]
34897:[851, 75722, 34809, 34519]
34898:[36325, 267501, 219221, 37173]
34899:[246653, 14963, 802, 271966]
34900:[218978, 36297, 34904, 36324]
34902:[14932, 137034, 75629, 1086]
34903:[651, 18841, 219218, 135200]
34904:[225468, 36297, 219047, 26324]
34905:[34844, 219245, 1045, 137030]
34927:[34585, 34625, 34441, 75540]
34928:[34432, 34545, 137027, 127340]
34929:[615, 213172, 34849, 137861]
34930:[218921, 216898, 35878, 127354]
34932:[34805, 34520, 26274, 924]
34933:[14912, 837, 219106, 246729]
34934:[843, 213157, 34601, 34621]
34935:[1214, 1255, 35877, 1074]
34962:[75542, 213112, 810, 218384]
34963:[34644, 34663, 137031, 218769]
34964:[218631, 127340, 34434, 246613]
34965:[246730, 137025, 246691, 1077]
34967:[75611, 75612, 75613, 75614]
34968:[213751, 83601, 219249, 83597]
34969:[246647, 845, 219309, 26276]
34970:[14892, 34597, 34617, 219215]
34997:[26305, 246624, 34480, 35882]
34998:[273288, 218786, 14920, 14919]
34999:[14887, 137032, 218955, 34688]
35000:[136977, 1078, 14925, 814]
35002:[216661, 1259, 1074, 1214]
35003:[216537, 34377, 926, 927]
35004:[75539, 34630, 822, 1235]
35005:[34786, 137035, 218754, 820]
35357:[617, 815, 34459, 34479]
35877:[36295, 34662, 34935, 36327]
35878:[34930, 218921, 216898, 127354]
35879:[924, 26274, 34805, 34581]
35880:[34686, 34705, 34592, 127426]
35882:[246624, 34997, 36327, 26305]
35883:[217518, 809, 807, 271939]
35884:[267497, 46983, 818, 271070]
35885:[137529, 218766, 613, 34043]
35887:[74003, 14936, 14928, 218968]
35888:[219217, 1062, 75661, 137392]
35889:[218722, 1087, 653, 14967]
35890:[15464, 271617, 136984, 278926]
36284:[842, 34587, 34447, 34467]
36285:[34509, 34489, 34877, 820]
36286:[36301, 34667, 34648, 34629]
36287:[121068, 75602, 1246, 219043]
36289:[614, 34482, 127590, 34582]
36290:[617, 35357, 75728, 34459]
36291:[34503, 34523, 34443, 637]
36292:[34879, 216158, 75761, 271615]
36294:[34516, 271966, 246653, 34899]
36295:[34662, 35877, 34935, 34653]
36296:[218766, 35885, 34848, 75722]
36297:[34904, 218978, 34900, 225468]
36299:[34688, 34707, 14887, 137032]
36300:[34700, 854, 34654, 34635]
36301:[34648, 34667, 36286, 34686]
36304:[75689, 75617, 34879, 36292]
36305:[34809, 34882, 34499, 34519]
36306:[218922, 137395, 218987, 34463]
36307:[36327, 219235, 34201, 246624]
36309:[637, 34523, 34503, 34433]
36310:[34519, 34499, 34809, 851]
36311:[34520, 609, 607, 34443]
36312:[127426, 34592, 34314, 14903]
36314:[34682, 34701, 34311, 218884]
36315:[34579, 34808, 845, 34884]
36316:[36321, 14947, 34618, 34657]
36317:[36319, 610, 114817, 34537]
36319:[36317, 610, 114817, 34537]
36320:[267502, 213296, 215686, 271615]
36321:[14947, 36316, 34657, 34618]
36322:[246615, 34785, 34438, 34522]
36324:[218978, 34791, 75611, 75612]
36325:[218959, 219221, 34898, 75617]
36326:[1045, 137027, 127340, 218631]
36327:[36307, 35882, 246624, 219235]
37108:[354317, 213273, 1076, 836]
37147:[246626, 836, 791, 246394]
37152:[14903, 34314, 216897, 219049]
37165:[37168, 14924, 75552, 75561]
37166:[14966, 14962, 75727, 75687]
37168:[37165, 14924, 75552, 75561]
37170:[1232, 219274, 75708, 1082]
37173:[267501, 75689, 34898, 36325]
37187:[1229, 833, 14929, 213753]
37188:[137561, 222634, 213200, 271724]
46978:[1086, 215905, 246615, 34902]
46979:[34547, 273287, 75765, 647]
46981:[34046, 271730, 75716, 852]
46983:[35884, 818, 267497, 34878]
46984:[648, 135216, 218726, 14967]
74003:[14928, 218968, 35887, 137036]
74016:[34312, 127422, 34557, 26287]
74017:[218791, 218716, 75632, 75582]
74018:[219045, 135214, 135215, 246316]
74019:[246395, 34451, 34471, 34702]
74020:[14890, 1142, 1262, 34694]
75539:[35004, 34630, 1235, 822]
75540:[213055, 75632, 218716, 273242]
75541:[14931, 34586, 34559, 34440]
75542:[34962, 810, 213112, 218384]
75550:[1026, 75605, 75606, 271882]
75552:[75561, 75563, 219223, 127375]
75559:[216869, 246643, 218678, 218677]
75561:[75552, 75563, 219223, 127375]
75562:[75590, 863, 271621, 213271]
75563:[75552, 75561, 219223, 127375]
75564:[14891, 246646, 215692, 34453]
75565:[34702, 74019, 246395, 34451]
75566:[217519, 135216, 246312, 664]
75567:[127344, 127346, 216879, 246393]
75568:[213295, 271640, 14907, 1140]
75569:[219238, 219229, 612, 34842]
75570:[1083, 1261, 219203, 803]
75571:[14914, 1066, 271841, 34491]
75573:[135201, 218730, 271947, 219208]
75575:[215905, 46978, 14932, 137034]
75576:[75577, 219243, 218957, 137530]
75577:[75576, 219243, 218957, 137530]
75580:[136995, 137030, 34666, 34905]
75582:[34440, 34559, 218791, 74017]
75583:[14927, 75765, 273287, 663]
75584:[246375, 271621, 75562, 225467]
75585:[137024, 246610, 75691, 34457]
75586:[271725, 14889, 827, 271844]
75588:[213272, 213271, 271724, 222634]
75589:[248621, 246687, 874, 218676]
75590:[863, 75562, 271621, 213271]
75595:[75596, 75598, 75599, 75633]
75596:[75595, 75598, 75599, 75633]
75598:[75595, 75596, 75599, 75633]
75599:[75595, 75596, 75598, 75633]
75601:[921, 922, 923, 919]
75602:[1246, 36287, 121068, 1780]
75604:[14948, 34704, 246625, 271793]
75605:[75606, 1026, 868, 75550]
75606:[75605, 1026, 868, 75550]
75609:[75610, 1027, 219057, 267498]
75610:[75609, 1027, 219057, 267498]
75611:[75612, 75613, 75614, 34791]
75612:[75611, 75613, 75614, 34791]
75613:[75611, 75612, 75614, 34791]
75614:[75611, 75612, 75613, 34791]
75616:[1251, 218732, 218724, 1234]
75617:[218959, 36325, 75689, 34898]
75619:[552, 553, 554, 555]
75623:[219038, 34510, 137563, 838]
75628:[919, 920, 921, 922]
75629:[137034, 34902, 14932, 218924]
75631:[34694, 34523, 34503, 34470]
75632:[218716, 218791, 74017, 213055]
75633:[75635, 75636, 75637, 75639]
75635:[75633, 75636, 75637, 75639]
75636:[75633, 75635, 75637, 75639]
75637:[75633, 75635, 75636, 75639]
75638:[217436, 213206, 34706, 75747]
75639:[75633, 75635, 75636, 75637]
75640:[75633, 75635, 75636, 75637]
75641:[75642, 75643, 75644, 75645]
75642:[75641, 75643, 75644, 75645]
75643:[75641, 75642, 75644, 75645]
75644:[75641, 75642, 75643, 75645]
75645:[75641, 75642, 75643, 75644]
75646:[75641, 75642, 75643, 75644]
75647:[75641, 75642, 75643, 75644]
75648:[1260, 848, 127373, 75708]
75649:[75641, 75642, 75643, 75644]
75650:[75641, 75642, 75643, 75644]
75651:[75641, 75642, 75643, 75644]
75652:[75641, 75642, 75643, 75644]
75653:[75641, 75642, 75643, 75644]
75654:[75641, 75642, 75643, 75644]
75655:[75641, 75642, 75643, 75644]
75657:[218723, 271610, 271612, 352630]
75658:[14933, 135214, 135215, 216551]
75661:[35888, 219217, 137392, 14902]
75662:[14915, 218760, 34405, 273242]
75665:[75666, 216891, 137861, 213172]
75666:[75665, 216891, 137861, 213172]
75683:[34561, 137038, 34650, 34669]
75684:[75685, 75749, 218727, 271883]
75685:[75684, 75749, 218727, 271883]
75686:[1266, 34557, 34045, 127422]
75687:[75727, 613, 14962, 34043]
75689:[267501, 37173, 75617, 36292]
75690:[219219, 137249, 218784, 218718]
75691:[246610, 34457, 34477, 75751]
75692:[552, 553, 554, 555]
75693:[552, 553, 554, 555]
75694:[552, 553, 554, 555]
75695:[552, 553, 554, 555]
75696:[552, 553, 554, 555]
75708:[1260, 75648, 848, 127373]
75716:[852, 271730, 34046, 219044]
75722:[34897, 851, 14934, 34519]
75727:[75687, 613, 34043, 14962]
75728:[617, 35357, 18839, 36290]
75742:[34885, 806, 926, 927]
75743:[137608, 1064, 34451, 34471]
75744:[1234, 846, 218724, 217520]
75745:[856, 34665, 34646, 216653]
75746:[34522, 14926, 218793, 219271]
75747:[1079, 213206, 216653, 246614]
75748:[1231, 218445, 271641, 219212]
75749:[271883, 271884, 271948, 271942]
75750:[273243, 219206, 857, 844]
75751:[271636, 246610, 246611, 75691]
75752:[1075, 1077, 26275, 246692]
75753:[34482, 614, 14916, 127590]
75754:[821, 606, 830, 83600]
75756:[219043, 1780, 1781, 137033]
75760:[246612, 215687, 835, 216148]
75761:[216158, 36292, 34879, 271615]
75762:[271886, 647, 135199, 218787]
75763:[135186, 34303, 271884, 271883]
75764:[267506, 135217, 136985, 136986]
75765:[273287, 213203, 46979, 647]
83596:[1781, 137033, 34200, 34549]
83597:[137849, 83601, 216886, 34968]
83600:[830, 606, 821, 75754]
83601:[83597, 137849, 34968, 216886]
83602:[246703, 216533, 222398, 14888]
83603:[246426, 248138, 278925, 135218]
114817:[34531, 34550, 34435, 218928]
115095:[1258, 137248, 14921, 218383]
