850:[850, 36311, 137248, 14890, 14923]
851:[851, 137837, 18838, 219245, 137029]
852:[852, 246336, 219222, 218793, 1083]
853:[853, 26274, 216880, 128545, 135210]
854:[854, 34808, 137027, 34433, 34537]
855:[855, 34543, 34562, 75611, 75612]
856:[856, 799, 1074, 14906, 1072]
857:[857, 34304, 817, 218789, 215686]
859:[859, 75601, 14963, 213112, 246613]
860:[860, 213752, 216894, 219216, 218769]
861:[861, 75632, 83597, 216891, 14891]
862:[862, 219237, 246739, 74017, 216898]
863:[863, 271621, 219209, 34898, 213272]
864:[864, 271729, 267506, 271842, 75588]
865:[865, 137565, 216489, 137379, 34843]
866:[866, 1251, 34998, 267500, 271730]
867:[867, 810, 216898, 246739, 34503]
868:[868, 75754, 75628, 1259, 34441]
874:[874, 75590, 34648, 34667, 718]
880:[880, 34608, 34628, 75576, 75577]
919:[919, 920, 921, 922, 923]
920:[919, 920, 921, 922, 923]
921:[919, 920, 921, 922, 923]
922:[919, 920, 921, 922, 923]
923:[919, 920, 921, 922, 923]
924:[924, 14921, 34805, 1262, 278926]
926:[926, 927, 928, 34441, 1259]
927:[926, 927, 928, 34441, 1259]
928:[926, 927, 928, 34441, 1259]
964:[964, 246313, 137407, 213076, 213074]
1026:[1026, 34997, 35887, 37152, 246728]
1027:[1027, 271722, 664, 37147, 826]
1029:[1029, 222606, 219047, 246615, 246730]
1030:[1030, 75708, 218721, 127342, 355584]
1034:[1034, 218988, 75684, 75685, 218788]
1035:[1035, 127346, 34903, 34809, 137021]
1045:[1045, 35882, 26275, 1256, 26324]
1046:[1046, 1051, 218725, 135216, 75584]
1047:[1047, 1053, 271618, 222400, 37188]
1048:[1048, 46984, 14928, 271844, 36327]
1051:[1051, 1046, 218725, 135216, 75584]
1053:[1047, 1053, 271618, 222400, 37188]
1062:[1062, 218791, 14925, 354534, 83601]
1063:[1063, 616, 34493, 34513, 75604]
1064:[1064, 216897, 246691, 1211, 217556]
1066:[1066, 34539, 34558, 34043, 34440]
1072:[1072, 808, 75623, 799, 218378]
1074:[1074, 14906, 856, 805, 799]
1075:[1075, 15464, 34885, 218447, 218894]
1076:[1076, 34377, 218678, 213273, 127343]
1077:[1077, 1780, 34964, 1246, 1132]
1078:[1078, 26276, 215691, 75687, 271841]
1079:[1079, 34688, 34707, 607, 812]
1081:[1081, 137030, 46978, 34489, 34509]
1082:[1082, 246612, 34597, 34617, 218727]
1083:[1083, 34592, 213157, 137023, 74019]
1086:[1086, 218676, 355584, 127342, 246394]
1087:[1087, 791, 14962, 35005, 267498]
1128:[552, 553, 554, 555, 556]
1130:[552, 553, 554, 555, 556]
1132:[1132, 1246, 34964, 1780, 1077]
1139:[1139, 218446, 218677, 36305, 127590]
1140:[1140, 37187, 216158, 246643, 74020]
1142:[1142, 216937, 218631, 219248, 34508]
1143:[1143, 36317, 218769, 860, 213752]
1211:[1211, 1064, 127340, 216897, 246691]
1214:[1214, 1255, 1228, 34468, 219038]
1228:[1228, 1214, 1255, 219038, 34468]
1229:[1229, 137377, 34434, 1266, 218968]
1230:[1230, 135132, 135133, 246316, 271730]
1231:[1231, 75744, 75748, 34845, 14909]
1232:[1232, 137396, 34557, 222634, 14936]
1234:[1234, 127372, 75583, 14917, 14918]
1235:[1235, 26277, 218928, 1781, 75747]
1242:[1242, 1250, 809, 75562, 127424]
1243:[1243, 137849, 35002, 218894, 797]
1246:[1246, 1132, 34964, 1780, 1077]
1249:[1249, 213203, 18841, 217519, 218445]
1250:[1250, 1242, 217435, 809, 135186]
1251:[1251, 34998, 866, 267500, 271730]
1252:[1252, 807, 267501, 212320, 37165]
1255:[1214, 1255, 1228, 34468, 219038]
1256:[1256, 26324, 26275, 35882, 1045]
1258:[1258, 216888, 14912, 34587, 34627]
1259:[1259, 34441, 926, 927, 928]
1260:[1260, 36291, 34584, 271792, 83596]
1261:[1261, 34463, 34483, 34508, 137861]
1262:[1262, 34805, 924, 278926, 75569]
1263:[1263, 34691, 14903, 218920, 35004]
1264:[1264, 34694, 246654, 75541, 639]
1265:[1265, 652, 215984, 35884, 34843]
1266:[1266, 1229, 137377, 34434, 34449]
1267:[1267, 271617, 14930, 14945, 36297]
1766:[1766, 115095, 34438, 219273, 806]
1767:[1767, 1770, 218750, 75727, 34686]
1770:[1767, 1770, 218750, 75727, 34686]
1777:[1777, 1778, 75690, 34648, 34667]
1778:[1777, 1778, 75690, 34648, 34667]
1779:[1779, 34472, 213208, 34580, 34927]
1780:[1780, 1077, 34964, 1246, 1132]
1781:[1781, 75747, 26277, 1235, 218928]
3649:[3649, 128731, 75567, 14947, 844]
14885:[14885, 35878, 34662, 14904, 271615]
14887:[14887, 34579, 34533, 34552, 34905]
14888:[14888, 46983, 37188, 219209, 1047]
14889:[14889, 34581, 34541, 34560, 36285]
14890:[14890, 36311, 850, 137248, 14923]
14891:[14891, 219235, 14946, 215686, 83597]
14892:[14892, 824, 14907, 246717, 75586]
14893:[14893, 14929, 75658, 14965, 127354]
14902:[14902, 219238, 36306, 216892, 34200]
14903:[14903, 218920, 34691, 1263, 34529]
14904:[14904, 34662, 35878, 137529, 14885]
14905:[14905, 219057, 31782, 833, 36327]
14906:[14906, 1074, 805, 34520, 856]
14907:[14907, 14892, 824, 246717, 75586]
14908:[14908, 218759, 34933, 127593, 843]
14909:[14909, 34845, 75748, 352630, 1231]
14912:[14912, 216888, 1258, 75745, 34587]
14914:[14914, 14934, 246729, 355023, 216653]
14915:[14915, 222631, 218767, 215985, 222400]
14916:[14916, 75760, 75753, 219274, 246426]
14917:[14917, 14918, 36286, 75583, 271614]
14918:[14917, 14918, 36286, 75583, 271614]
14919:[14919, 14920, 213148, 75743, 271614]
14920:[14919, 14920, 213148, 75743, 271614]
14921:[14921, 924, 34805, 1262, 278926]
14922:[14922, 273287, 728, 246689, 34405]
14923:[14923, 34676, 34695, 75764, 14890]
14924:[14924, 75550, 798, 75628, 219219]
14925:[14925, 218791, 1062, 137248, 850]
14926:[14926, 216491, 217392, 219058, 219208]
14927:[14927, 18839, 222398, 354317, 246703]
14928:[14928, 46984, 1048, 271844, 218968]
14929:[14929, 14893, 75658, 14965, 127354]
14930:[14930, 14945, 34804, 1267, 271617]
14931:[14931, 219229, 213751, 218921, 219217]
14932:[14932, 137031, 14933, 216880, 34884]
14933:[14933, 137031, 14932, 34884, 216880]
14934:[14934, 14914, 246729, 803, 225448]
14935:[14935, 354521, 246376, 75763, 219230]
14936:[14936, 218390, 34501, 34521, 222634]
14945:[14945, 14930, 34804, 1267, 271617]
14946:[14946, 215686, 219235, 14891, 34304]
14947:[14947, 3649, 34036, 127373, 128731]
14948:[14948, 246704, 34967, 216881, 218977]
14962:[14962, 35005, 791, 1087, 826]
14963:[14963, 75601, 859, 213112, 271615]
14964:[14964, 75565, 74018, 75573, 127375]
14965:[14965, 127354, 35890, 14929, 14893]
14966:[14966, 218719, 651, 720, 273288]
14967:[14967, 271954, 271947, 135196, 34547]
15464:[15464, 1075, 34885, 218447, 218894]
18838:[18838, 219245, 851, 36314, 137837]
18839:[18839, 14927, 222398, 354317, 246703]
18840:[18840, 75602, 34849, 34478, 34882]
18841:[18841, 1249, 213203, 217519, 218445]
26116:[26116, 36324, 34303, 34650, 34669]
26274:[26274, 853, 216880, 128545, 135210]
26275:[26275, 35882, 1256, 26324, 1045]
26276:[26276, 215691, 75687, 36326, 34034]
26277:[26277, 1235, 1781, 218928, 75747]
26287:[26287, 218958, 36290, 34301, 137563]
26305:[26305, 34844, 75648, 820, 34905]
26324:[1256, 26324, 26275, 35882, 1045]
31782:[31782, 219057, 14905, 219207, 833]
34033:[34033, 137380, 46979, 34804, 14945]
34034:[34034, 36326, 34491, 34511, 218916]
34035:[34035, 216882, 217101, 137021, 34809]
34036:[34036, 127373, 213206, 137608, 926]
34043:[34043, 34440, 34539, 34558, 1066]
34044:[34044, 246611, 135210, 128545, 34313]
34045:[34045, 136996, 34499, 34519, 75616]
34046:[34046, 75542, 36325, 218720, 34201]
34141:[34141, 34902, 219221, 75728, 225469]
34199:[34199, 219038, 1228, 246617, 1214]
34200:[34200, 216892, 36306, 212321, 14902]
34201:[34201, 218720, 36325, 136984, 34439]
34301:[34301, 137563, 36290, 246716, 218958]
34302:[34302, 219310, 609, 848, 34882]
34303:[34303, 35888, 34611, 34631, 36324]
34304:[34304, 857, 215686, 14946, 219235]
34311:[34311, 610, 75570, 613, 34545]
34312:[34312, 216551, 127426, 246624, 34437]
34313:[34313, 34877, 246611, 34044, 219238]
34314:[34314, 213751, 219229, 14931, 137392]
34377:[34377, 218678, 1076, 213273, 267498]
34391:[34391, 271939, 271944, 271946, 221932]
34405:[34405, 218766, 728, 271882, 219271]
34432:[34432, 34928, 36319, 34674, 34693]
34433:[34433, 137027, 34808, 854, 34537]
34434:[34434, 137377, 1229, 218968, 1266]
34435:[34435, 225468, 213296, 219044, 218987]
34437:[34437, 36319, 34432, 34928, 34674]
34438:[34438, 1766, 115095, 219273, 806]
34439:[34439, 136984, 34201, 218720, 36325]
34440:[34440, 34043, 34539, 34558, 1066]
34441:[34441, 1259, 926, 927, 928]
34442:[34442, 271887, 219270, 271950, 271951]
34443:[34443, 34700, 216895, 246647, 34684]
34447:[34447, 34467, 36289, 34847, 34595]
34449:[34449, 34469, 75746, 219271, 1266]
34451:[34451, 34471, 841, 75588, 267506]
34453:[34453, 34473, 34640, 34659, 36309]
34457:[34457, 34477, 842, 246624, 127426]
34459:[34459, 34479, 137024, 218884, 218754]
34461:[34461, 34481, 213073, 75573, 75565]
34463:[34463, 34483, 1261, 34508, 137861]
34466:[34466, 34999, 35877, 34899, 246639]
34467:[34447, 34467, 36289, 34847, 34595]
34468:[34468, 1214, 1255, 1228, 219038]
34469:[34449, 34469, 75746, 219271, 1266]
34470:[34470, 34555, 612, 246613, 1045]
34471:[34451, 34471, 841, 75588, 267506]
34472:[34472, 213208, 34580, 1779, 34927]
34473:[34453, 34473, 34640, 34659, 36309]
34476:[34476, 36294, 36304, 34595, 34615]
34477:[34457, 34477, 842, 246624, 127426]
34478:[34478, 18840, 75602, 34849, 34882]
34479:[34459, 34479, 137024, 218884, 218754]
34480:[34480, 271845, 137609, 127417, 215794]
34481:[34461, 34481, 213073, 75573, 75565]
34482:[34482, 83603, 271636, 829, 1066]
34483:[34463, 34483, 1261, 34508, 137861]
34487:[34487, 34507, 35357, 639, 640]
34489:[34489, 34509, 46978, 216889, 137030]
34491:[34491, 34511, 218916, 34034, 36326]
34493:[34493, 34513, 1063, 616, 75629]
34497:[34497, 34517, 34620, 36284, 246614]
34499:[34499, 34519, 75616, 225467, 246394]
34501:[34501, 34521, 218390, 14936, 219056]
34503:[34503, 34523, 810, 867, 838]
34506:[34506, 34644, 34663, 34682, 34701]
34507:[34487, 34507, 35357, 639, 640]
34508:[34508, 34463, 34483, 1261, 216937]
34509:[34489, 34509, 46978, 216889, 137030]
34510:[34510, 36321, 246655, 136995, 219236]
34511:[34491, 34511, 218916, 34034, 36326]
34512:[34512, 248621, 213668, 75559, 216869]
34513:[34493, 34513, 1063, 616, 75629]
34516:[34516, 75541, 34694, 1264, 246654]
34517:[34497, 34517, 34620, 36284, 246614]
34518:[34518, 34664, 34531, 34550, 75756]
34519:[34499, 34519, 75616, 225467, 246394]
34520:[34520, 805, 14906, 1074, 856]
34521:[34501, 34521, 218390, 14936, 219056]
34522:[34522, 216492, 37173, 34658, 246373]
34523:[34503, 34523, 810, 867, 838]
34527:[34527, 34546, 34962, 114817, 218959]
34529:[34529, 34548, 218920, 14903, 34691]
34531:[34531, 34550, 34518, 34664, 215689]
34533:[34533, 34552, 218959, 34579, 14887]
34537:[34537, 34556, 854, 34808, 137027]
34539:[34539, 34558, 34043, 34440, 1066]
34541:[34541, 34560, 14889, 34581, 36285]
34543:[34543, 34562, 855, 75611, 75612]
34545:[34545, 618, 216889, 34489, 34509]
34546:[34527, 34546, 34962, 114817, 218959]
34547:[34547, 217525, 14967, 271954, 218788]
34548:[34529, 34548, 218920, 14903, 34691]
34549:[34549, 822, 75689, 219041, 219048]
34550:[34531, 34550, 34518, 34664, 215689]
34551:[34551, 75686, 75575, 135200, 271883]
34552:[34533, 34552, 218959, 34579, 14887]
34555:[34555, 34470, 612, 246613, 1045]
34556:[34537, 34556, 854, 34808, 137027]
34557:[34557, 137396, 1232, 222634, 36296]
34558:[34539, 34558, 34043, 34440, 1066]
34559:[34559, 75752, 35879, 75751, 34440]
34560:[34541, 34560, 14889, 34581, 36285]
34561:[34561, 75662, 219212, 34646, 34665]
34562:[34543, 34562, 855, 75611, 75612]
34579:[34579, 14887, 34533, 34552, 218959]
34580:[34580, 213208, 34472, 34927, 246614]
34581:[34581, 14889, 34541, 34560, 36285]
34582:[34582, 36300, 219221, 34902, 34141]
34584:[34584, 36291, 1260, 271792, 83596]
34585:[34585, 219050, 880, 34608, 34628]
34586:[34586, 219205, 136979, 219206, 216893]
34587:[34587, 34627, 1258, 271823, 34666]
34589:[34589, 219244, 75629, 36284, 34493]
34590:[34590, 246373, 34880, 37173, 267502]
34591:[34591, 645, 218730, 267503, 135194]
34592:[34592, 1083, 213157, 137023, 74019]
34595:[34595, 34615, 34847, 34447, 34467]
34597:[34597, 34617, 246612, 1082, 34630]
34599:[34599, 34619, 246426, 248138, 75753]
34601:[34601, 34621, 137032, 637, 615]
34606:[34606, 34626, 75564, 1779, 34472]
34608:[34608, 34628, 880, 75576, 75577]
34611:[34611, 34631, 35888, 34303, 83596]
34614:[34614, 34674, 34693, 34928, 34432]
34615:[34595, 34615, 34847, 34447, 34467]
34616:[34616, 839, 75745, 246655, 36321]
34617:[34597, 34617, 246612, 1082, 34630]
34618:[34618, 815, 35885, 246692, 217556]
34619:[34599, 34619, 246426, 248138, 75753]
34620:[34620, 34497, 34517, 36284, 34589]
34621:[34601, 34621, 137032, 637, 615]
34625:[34625, 75564, 840, 34640, 34659]
34626:[34606, 34626, 75564, 1779, 34472]
34627:[34627, 271823, 34587, 34666, 219050]
34628:[34608, 34628, 880, 75576, 75577]
34629:[34629, 246376, 354521, 14935, 75763]
34630:[34630, 34597, 34617, 34969, 246612]
34631:[34611, 34631, 35888, 34303, 83596]
34635:[34635, 34654, 34784, 218718, 218383]
34637:[34637, 34656, 34897, 137383, 137384]
34640:[34640, 34659, 34453, 34473, 36309]
34644:[34644, 34663, 34506, 36304, 36294]
34646:[34646, 34665, 219212, 75662, 34561]
34648:[34648, 34667, 75690, 874, 1777]
34650:[34650, 34669, 218918, 26116, 36324]
34653:[34653, 34803, 34789, 36299, 36289]
34654:[34635, 34654, 34784, 218718, 218383]
34655:[34655, 215693, 271640, 137038, 800]
34656:[34637, 34656, 34897, 137383, 137384]
34657:[34657, 213056, 137028, 215690, 219215]
34658:[34658, 246761, 215983, 34522, 216492]
34659:[34640, 34659, 34453, 34473, 36309]
34662:[34662, 14904, 35878, 14885, 137529]
34663:[34644, 34663, 34506, 36304, 36294]
34664:[34518, 34664, 34531, 34550, 75756]
34665:[34646, 34665, 219212, 75662, 34561]
34666:[34666, 271823, 219050, 34627, 34585]
34667:[34648, 34667, 75690, 874, 1777]
34668:[34668, 218723, 115135, 219230, 75763]
34669:[34650, 34669, 218918, 26116, 36324]
34674:[34674, 34693, 34928, 34614, 34432]
34676:[34676, 34695, 14923, 75764, 14890]
34678:[34678, 34697, 267625, 75540, 811]
34682:[34682, 34701, 34506, 34644, 34663]
34684:[34684, 34703, 246647, 216883, 34443]
34686:[34686, 34705, 75727, 218750, 1767]
34688:[34688, 34707, 607, 219045, 1079]
34691:[34691, 1263, 14903, 218920, 35004]
34693:[34674, 34693, 34928, 34614, 34432]
34694:[34694, 1264, 246654, 75541, 639]
34695:[34676, 34695, 14923, 75764, 14890]
34696:[34696, 137019, 271097, 271935, 271943]
34697:[34678, 34697, 267625, 75540, 811]
34700:[34700, 216895, 34443, 246647, 34684]
34701:[34682, 34701, 34506, 34644, 34663]
34702:[34702, 75765, 246687, 246339, 127341]
34703:[34684, 34703, 246647, 216883, 34443]
34704:[34704, 219243, 36316, 246337, 273242]
34705:[34686, 34705, 75727, 218750, 1767]
34706:[34706, 219224, 219218, 717, 719]
34707:[34688, 34707, 607, 219045, 1079]
34784:[34784, 34635, 34654, 218718, 218383]
34785:[34785, 34883, 127374, 215794, 137609]
34786:[34786, 137413, 648, 352594, 352595]
34789:[34789, 34803, 34653, 36299, 36289]
34790:[34790, 137033, 127422, 35889, 819]
34791:[34791, 216891, 75632, 861, 1132]
34803:[34803, 34653, 34789, 36299, 36289]
34804:[34804, 14945, 14930, 1267, 271617]
34805:[34805, 1262, 924, 14921, 278926]
34808:[34808, 854, 137027, 34433, 34537]
34809:[34809, 137021, 127346, 216882, 34035]
34842:[34842, 75617, 34963, 34904, 137029]
34843:[34843, 137379, 652, 865, 137565]
34844:[34844, 75648, 26305, 820, 34905]
34845:[34845, 75748, 14909, 352630, 1231]
34847:[34847, 34595, 34615, 34447, 34467]
34848:[34848, 135218, 278925, 75722, 835]
34849:[34849, 75602, 34882, 848, 18840]
34850:[34850, 137249, 271096, 216148, 216884]
34877:[34877, 34313, 246611, 34044, 219238]
34878:[34878, 36296, 217518, 216489, 137565]
34879:[34879, 246625, 75576, 75577, 216881]
34880:[34880, 267502, 34590, 273243, 246373]
34882:[34882, 848, 34849, 75602, 18840]
34883:[34883, 34785, 127374, 215794, 137609]
34884:[34884, 14933, 219210, 137031, 137034]
34885:[34885, 15464, 1075, 218447, 218894]
34897:[34897, 137383, 137384, 137385, 34637]
34898:[34898, 213272, 213271, 217436, 718]
34899:[34899, 35877, 34999, 246639, 34466]
34900:[34900, 121068, 606, 802, 219043]
34902:[34902, 34141, 219221, 75728, 225469]
34903:[34903, 1035, 37108, 137562, 127346]
34904:[34904, 137029, 137837, 34842, 75617]
34905:[34905, 26305, 14887, 34844, 75648]
34927:[34927, 34580, 213208, 246614, 34472]
34928:[34928, 34674, 34693, 34432, 34614]
34929:[34929, 246617, 46981, 34935, 608]
34930:[34930, 843, 127593, 216885, 614]
34932:[34932, 35890, 127354, 14965, 14929]
34933:[34933, 218759, 14908, 127593, 843]
34934:[34934, 219309, 219217, 218921, 137026]
34935:[34935, 46981, 34929, 246617, 608]
34962:[34962, 34527, 34546, 114817, 218959]
34963:[34963, 75617, 34842, 34904, 137029]
34964:[34964, 1780, 1246, 1132, 1077]
34965:[34965, 829, 34482, 222630, 136985]
34967:[34967, 246704, 218977, 75585, 14948]
34968:[34968, 219046, 219312, 219246, 218754]
34969:[34969, 219106, 83600, 34630, 34597]
34970:[34970, 219203, 216890, 606, 121068]
34997:[34997, 1026, 35887, 37152, 246728]
34998:[34998, 1251, 866, 267500, 271730]
34999:[34999, 35877, 34466, 34899, 246639]
35000:[35000, 271725, 246716, 271627, 215905]
35002:[35002, 1243, 137849, 797, 218894]
35003:[35003, 218389, 665, 216537, 818]
35004:[35004, 246616, 1263, 34691, 127340]
35005:[35005, 826, 14962, 664, 271722]
35357:[35357, 34507, 34487, 639, 640]
35877:[35877, 34899, 34999, 34466, 246639]
35878:[35878, 14885, 34662, 14904, 137529]
35879:[35879, 75752, 34559, 75751, 356374]
35880:[35880, 75661, 216661, 75665, 75666]
35882:[35882, 26275, 1045, 1256, 26324]
35883:[35883, 36301, 222813, 215983, 218728]
35884:[35884, 215984, 1265, 137847, 127375]
35885:[35885, 34618, 815, 217556, 246691]
35887:[35887, 1026, 34997, 37152, 246728]
35888:[35888, 34303, 34611, 34631, 83596]
35889:[35889, 844, 137033, 34790, 75567]
35890:[35890, 127354, 14965, 34932, 14929]
36284:[36284, 34620, 34589, 34497, 34517]
36285:[36285, 34541, 34560, 75638, 14889]
36286:[36286, 14917, 14918, 75583, 271614]
36287:[36287, 246626, 246375, 222294, 216533]
36289:[36289, 34447, 34467, 34847, 34595]
36290:[36290, 34301, 137563, 218958, 246716]
36291:[36291, 1260, 34584, 271792, 83596]
36292:[36292, 74003, 271070, 36310, 216663]
36294:[36294, 36304, 34644, 34663, 34506]
36295:[36295, 215692, 215688, 838, 34503]
36296:[36296, 34878, 34557, 137396, 217518]
36297:[36297, 271617, 1267, 34046, 14930]
36299:[36299, 34653, 34803, 34789, 36289]
36300:[36300, 34582, 219221, 34902, 34141]
36301:[36301, 35883, 222813, 215983, 218728]
36304:[36304, 36294, 34644, 34663, 34506]
36305:[36305, 218677, 1139, 218446, 75756]
36306:[36306, 14902, 216892, 219238, 34200]
36307:[36307, 271793, 222713, 75571, 821]
36309:[36309, 34453, 34473, 34640, 34659]
36310:[36310, 216663, 271070, 74003, 836]
36311:[36311, 850, 14890, 137248, 14923]
36312:[36312, 219223, 37166, 354663, 37147]
36314:[36314, 219245, 18838, 663, 851]
36315:[36315, 246730, 246615, 219047, 222606]
36316:[36316, 34704, 219243, 246337, 273242]
36317:[36317, 1143, 218769, 860, 213752]
36319:[36319, 34432, 34437, 34928, 34674]
36320:[36320, 218922, 212321, 219249, 218384]
36321:[36321, 34510, 246655, 136995, 219236]
36322:[36322, 213074, 213077, 964, 246313]
36324:[36324, 26116, 34303, 35888, 34611]
36325:[36325, 218720, 34201, 75542, 136984]
36326:[36326, 34034, 34491, 34511, 218916]
36327:[36327, 833, 14905, 219057, 31782]
37108:[37108, 137562, 75552, 75561, 75563]
37147:[37147, 354663, 1027, 271722, 664]
37152:[37152, 216893, 136979, 34586, 219205]
37165:[37165, 37168, 1252, 807, 267501]
37166:[37166, 36312, 219223, 354663, 37147]
37168:[37165, 37168, 1252, 807, 267501]
37170:[37170, 246312, 137020, 135200, 75575]
37173:[37173, 216492, 34522, 246373, 34590]
37187:[37187, 216158, 246643, 74020, 1140]
37188:[37188, 14888, 46983, 1047, 1053]
46978:[46978, 34489, 34509, 216889, 137030]
46979:[46979, 137380, 34033, 137022, 34804]
46981:[46981, 34935, 34929, 246617, 608]
46983:[46983, 14888, 37188, 219209, 863]
46984:[46984, 1048, 14928, 271844, 36327]
74003:[74003, 271070, 36310, 216663, 36292]
74016:[74016, 811, 267625, 34678, 34697]
74017:[74017, 919, 920, 921, 922]
74018:[74018, 14964, 75565, 127375, 75573]
74019:[74019, 830, 137023, 213157, 75764]
74020:[74020, 246643, 216158, 37187, 1140]
75539:[75539, 246610, 814, 837, 219045]
75540:[75540, 34678, 34697, 267625, 34601]
75541:[75541, 34694, 1264, 246654, 639]
75542:[75542, 36325, 218720, 34201, 34046]
75550:[75550, 798, 14924, 219219, 75628]
75552:[75552, 75561, 75563, 137562, 37108]
75559:[75559, 216869, 75552, 75561, 75563]
75561:[75552, 75561, 75563, 137562, 37108]
75562:[75562, 809, 127424, 1242, 1250]
